steps,ingredients,name,id
"Dissolve jello in boiling water, then stir in lemonade concentrate until dissolved. Chill until fully set. Fold in whipped topping. Pour into a 13 x 9 glass dish. Chill until firm.","lemon jell-o gelatin, orange jell-o, boiling water, frozen orange juice, mandarin oranges, pineapple tidbits",muriel s orange jello dessert,115834
"Cook the macaroni according to package directions, drain. Brown the meat and drain. Stir in spaghetti sauce, macaroni, and salad dressing. Heat through, stirring occasionallly. Sprinkle with shredded cheese.","panko breadcrumbs, parmesan cheese, butter, spaghetti, green peas, dijon mustard, sharp cheddar cheese, american cheese, prosciutto",mac and cheese spaghetti,391011
Heat olive oil over medium heat in medium-sized saucepan. Saute onions and garlic until brown. Add garlic and stir. Reduce heat to medium-low. Add garlic and,"garlic cloves, balsamic vinegar, olive oil, fresh ground black pepper",marvelous marinade for grilling,479336
"Mix together the butter, oats, butter, honey, salt and pepper and mix well. Serve warm with icecream or caramel sauce.","garlic, oats, butter, honey, salt and pepper",garlic crunch,97209
Preheat oven to 325 degrees. Bake at 325 degrees for 20 minutes or until heated through.,"mayonnaise, sour cream, dijon mustard, garlic salt, worcestershire sauce, hot sauce, frozen brussels sprouts, butter, pecans",brussels sprouts with dijon sauce,109084
"Mix 3 tablespoons limeade concentrate and cumin in plastic food storage bag. Add chicken, seal bag. Marinate in refrigerator 1-2 hours. Stir together limeade concentrate and cumin in plastic food storage bag.","boneless skinless chicken breast halves, lime juice, olive oil, salt, avocados, tomatoes, red onion, cilantro",grilled lime chicken with avocado salsa,307408
Cook pasta according to directions on package. Return to pot and cook pasta according to package directions.,"kosher salt, broccoli florets, bow tie pasta, unsalted butter, olive oil, garlic, lemon, zest of, fresh lemon juice, pine nuts, parmesan cheese",broccoli bow ties,124998
Heat the sherry wine in a large skillet over medium heat. Add the sherry wine and cook for 1 minute. Add the sherry wine and,"prawns, soy sauce, sherry wine, lemon juice, minced ginger, garlic cloves, sesame seeds, skewers",sesame prawn shrimp skewers,304689
Spread the dressing on one slice of bread. Place a lettuce leaf on the bread. Top with two slices of tomato. Top with the watercress. Add the remaining tomato and the other slice of bread.,"sourdough bread, low-fat mayonnaise, dijon mustard, romaine lettuce leaves, provolone cheese, tomatoes, red onion, cucumber, avocado, bean sprouts",seaside garden sandwich,322769
Place chicken pieces in roaster. Cover with lid. Bake 30 minutes at 350. Remove lid. Bake 30 minutes longer uncovered. Bake 30 minutes longer,"onion, paprika, chicken gizzard, garlic clove, green pepper, tomatoes, flour, sour cream",chicken gizzard paprikash,226253
"Heat oil in large skillet over high heat. Add green beans and saute till beans are just crisp but tender, about 5 minutes. In a small bowl stir together soy sauce, minced garlic, honey and ginger. Pour over green beans in skillet and boil until sauce thickens and coats vegetables, about 2 minutes. In a small bowl stir together soy sauce, oyster sauce, peanut butter and crused red pepper in a small bowl. Set aside. Rinse the beans and place in a microwave safe dish, cover and cook until crisp tender. Approximately 3 to 5 minutes depending on the wattage of your microwave. Remove beans from microwave, rinse in cool water and allow to drain while preparing the sauce. In a skillet or wok, heat the 1 teaspoon oil add the minced shallot and grated gingerroot. Cook the shallot and ginger for 2 minutes and then add the soy sauce mixture. Stirring until the peanut butter is melted and the sauce is smooth. If using a natural peanut butter, it may be necessary to add a tablespoon or so of water to the pan to aid in making the sauce smooth and creamy. Once the sauce is thoroughly combined, stir in beans and warm in sauce. Prior to serving sprinkle with chopped cilantro and peanuts if desired.","teriyaki sauce, honey, butter, fresh lemon juice, fresh green beans, bacon, red bell pepper, onion, cashews",paula deen s fancy green beans,194975
"Combine corn, corn, sweet bell pepper, sweet green pepper, red onion, fresh italian parsley, balsamic vinegar, lime juice, salt, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice, lime juice","fresh corn kernels, olive oil, orange sweet bell pepper, sweet green pepper, red onion, fresh italian parsley, balsamic vinegar, lime juice, salt",roasted corn and sweet pepper salsa,98112
"Cook pasta according to directions on package, drain and cool by running cool water over it. Let drain thoroughly. Combine artichoke hearts, red bell pepper, green onion, olive oil, fresh lemon juice, lemon, zest of, garlic cloves, salt, pepper. Combine","tri-color spiral pasta, artichoke hearts, red bell pepper, green onion, olive oil, fresh lemon juice, lemon, zest of, garlic cloves, salt, pepper",pasta salad with artichokes and lemon vinaigrette,175000
Place chicken breasts in crock pot. Pour chicken broth over chicken breasts. Sprinkle stuffing over entire top of dish. Drizzle melted butter on top of stuffing. Cook on low for 6-8 hours or on high for 4 hours.,"boneless skinless chicken breast, fat-free cream of mushroom soup, fat free sour cream, dry onion soup mix",chicken stroganoff crock pot,18651
"Preheat oven to 400f. In a mixing bowl, combine rhubarb, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour, whole wheat flour","self-rising flour, whole wheat flour, ground ginger, rhubarb, glace ginger, grapeseed oil, apple juice concentrate, low-fat milk, egg whites",rhubarb ginger muffins,42161
Cook pasta just to done. Drain and cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute and drain & cool in ice water 2 minute,"fresh asparagus, chicken broth, fresh mushrooms, angel hair pasta, parmesan cheese, olive oil, cayenne pepper",ww pasta with asparagus 7 points,363214
"Mix the tequila, orange marmalade, brown sugar, butter, vanilla extract, ground cinnamon, of fresh mint and mix well. Pour the mixture over the grilled pineapple and serve immediately.","fresh pineapple, tequila, orange marmalade, brown sugar, butter, vanilla extract, ground cinnamon, of fresh mint",tequila orange glazed grilled pineapple,66296
"Add the olive oil, lemon juice, parmesan cheese, and basil. Mix well. Once the pasta is cooked, drain and separate between two plates. Add the olive oil, lemon juice, parmesan cheese, and basil.","heavy cream, butter, lemons, zest of, lemon juice, parmesan cheese",marcella hazan s pasta al limone,280722
"In a small saucepan combine water and sugar. Bring to a boil over medium heat. Stir in limes, mint, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube, rose petal, soda water, red food coloring, ice cube","water, sugar, rose water, limes, mint leaf, soda water, red food coloring, ice cube, rose petal",rose water soda,232934
"To make gin tonic syrup, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. Remove from heat and let cool completely before using. To store, refrigerate up to 2 months. In a glass, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. In a glass, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until","tonic water, gin, lime juice, lime wedge",frosty gin tonic,217133
"Combine marinade, soy sauce, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder, mustard powder,","light soy sauce, mustard powder, clear honey, fresh ginger, onion, garlic cloves, star anise, chicken, salt and pepper",grilled chicken breast with oriental marinade,161237
"In a large mixing bowl, combine all ingredients until thoroughly combined. Taste and correct seasoning. Refrigerate 30 minutes to let flavors blend. Serve.","light mayonnaise, nonfat sour cream, honey, dijon mustard, cabbage, romaine lettuce, radish, green onion, pecans",honey mustard coleslaw with radishes,112581
"Butter a 9 x 13 inch pan. Mix sugar, evaporated milk, granulated sugar, unsweetened pineapple juice, butter, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, candied pineapple, lemon juice, cand","evaporated milk, granulated sugar, unsweetened pineapple juice, butter, candied pineapple, lemon juice",tropical fudge,409694
Sprinkle with powdered sugar if desired. Bake at 350 degrees for 10 to 12 minutes. Remove from pan and let cool.,"dates, cold water, lemon juice, brown sugar, butter, baking soda, rolled oats, salt, vanilla",date squares gluten free,393270
"Sprinkle cheese on top, cover till melted.","red bell peppers, onion, garlic, beef sirloin, ground cumin, chili powder, fresh lime juice, cooking spray, 6-inch flour tortillas",easy beef or chicken fajitas,90798
"Combine flour, salt and pepper, pork cutlets, butter, white mushrooms, garlic, chicken stock, light sour cream, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy sauce, fresh parsley, soy","all-purpose flour, salt and pepper, pork cutlets, butter, white mushrooms, garlic, chicken stock, light sour cream, soy sauce, fresh parsley",schnitzel with mushroom sauce,113173
"In a large bowl, whisk together flour, baking powder, baking soda, baking powder, baking soda, baking powder, baking soda, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder, baking powder","chopped tomatoes, cucumber, onion, fresh basil, olive oil, red wine vinegar, garlic, garlic salt, pepper, french bread",crusty bread salad,18964
"Spread chocolate pudding mixture over the cake. Bake at 350 degrees for 30 minutes, or until firm but not dry. Serve warm or at room temperature.","chocolate pudding mix, light corn syrup, creamy peanut butter, cheerios toasted oat cereal",pudding squares,93617
"Heat olive oil, onion, carrot, celery, garlic cloves, salt & freshly ground black pepper, vegetable stock, tomatoes, vegetables, fresh flat-leaf parsley in a large saucepan over medium-high heat. Add the olive oil, onion, carrot, celery, garlic cloves, salt & freshly ground black pepper, vegetable stock, tomatoes, vegetables, fresh flat-leaf parsley in a large saucepan over medium-high heat. Add the olive oil, onion, carrot,","olive oil, onion, carrot, celery, garlic cloves, salt & freshly ground black pepper, vegetable stock, tomatoes, vegetables, fresh flat-leaf parsley",mark bittman s fast vegetable soup,356660
"Combine all ingredients, except pia colada nonalcoholic drink mix, water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water, crushed pineapple, sweetened flaked","pina colada nonalcoholic drink mix, water, crushed pineapple, sweetened flaked coconut, powdered sugar, cornstarch, cold water",pia colada dipping sauce,115156
Chop the avocados. Chop the tomatoes. Cut jalapeo in half and remove seeds. Add cilantro. Allow to sit in fridge for one hour. Eat same day made.,"avocados, lemon juice, sea salt, chili powder, cumin",easy avocado dip,385017
Heat over low-medium until warmed. Pour over brisket and top with onion & pickle slices. Top with additional barbeque sauce as desired.,"beef brisket, barbecue sauce, orange juice, onions, oil",bar b qued brisket,24360
Mix first four ingredients and add hot water. Knead well. Let stand 10 minutes. Cut into desired size. Fry in hot grease.,"dry yeast, warm water, water, sugar, butter, salt, flour",quick sunday bread,410822
"Heat oil in a large nonstick skillet over medium heat. Cook patties, in batches, about 6 minutes on each side or until browned and done.","ground turkey, warm water, sea salt, nutmeg, allspice, garlic powder, sage, thyme, mustard powder, lemon peel",turkey breakfast sausage,363210
"Combine honey, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardamom, cardam","grapefruits, honey, pure vanilla extract, ground cardamom",broiled grapefruit with honey vanilla cardamom,347568
"In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation:In a medium mixing bowl, stir together the sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pocketspreparation","sour cream, mayonnaise, parmesan cheese, basil, oregano, garlic clove, salt and pepper, mini pita pockets",pita triangles,176369
"Combine all the ingredients except the kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, fresh rosemary, aluminum foil, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, kielbasa, red potatoes, yellow onion,","kielbasa, red potatoes, yellow onion, olive oil, salt and pepper, fresh rosemary, aluminum foil",barbecue grilled kielbasa dinner packets,91512
Put apples and cinnamon on top of bread. Top with apples and cinnamon. Top with apples and,"bread, butter, tart apples, cinnamon, marzipan",appelkalle swedish apple sandwich,423218
Combine first 3 ingredients in a blender. Process until smooth. Add ice cream. Pour into glasses. Serve immediately.,"bananas, blueberries, lime juice, brown sugar, plain fat-free yogurt",banana berry frozen yogurt,152233
Place pork in crock pot. Pour liquid mix over pork chops. Cook in crock pot on low for 4-5 hours low for 6-8 hours. Taste great served on rice or egg noodles.,"pork loin, beer, italian dressing, barbecue sauce, teriyaki sauce",crock pot bbq pork,86453
"Scoop egg yolks into bowl. Set aside egg whites. Add mayonnaise, mustard, vinegar, sugar, salt and pepper to yolks. Mash together with fork until smooth. Spoon mixture into egg white halves. Sprinkle tops with paprika,.","egg, mayonnaise, mustard, prepared horseradish, garlic salt, onion powder, ground pepper, ground paprika",spicy deviled eggs,270038
Sprinkle with a little powdered sugar. Bake at 350 for 15 minutes or until lightly firm. Cookies should still be pale in color.,"ten-grain pancake mix, sugar, crisp rice cereal, butter, egg, maple extract",10 grain sorta healthy cookies,169849
"Mix all ingredients in crockpot. Cover, cook on high for 2 hours. If convenient, stir several times during cooking.","extra lean beef, lemon juice, soy sauce, green onion, onion, red pepper flakes, salt",beef kelaguen kelaguen ktne,334846
"Boil kraft one dish italian fish until tender but not brown. Add rice, water, white fish fillet, diced tomatoes, italian dressing, italian cheese blend. Bake at 350 degrees for 25-30 minutes.","minute rice, water, white fish fillet, diced tomatoes, italian dressing, italian cheese blend",kraft one dish italian fish,188058
"Preheat oven to 400f. Stir all ingredients in small baking pan to coat almonds. Arrange in single layer. Bake until coating is crisp and almonds are toasted, stirring occasionally, about 12 minutes. Cool.","blanched almond, powdered sugar, unsalted butter, almond extract, egg white",danish almond filling,54148
Dissolve gelatin in boiling water. Stir in ice cream until melted. Add strawberries and cake broken into small pieces. Chill until set. Slice in squares. Top with whipped cream.,"sugar-free strawberry jell-o gelatin dessert, hot water, frozen strawberries, angel food cake, miniature marshmallow, cool whip, fresh strawberries",strawberry jell o cake,216032
"Place roast and onion in crock pot sprayed with pam. Add bay leaf, soy sauce and garlic powder. Cover. Cook on high 1 hour and then low 6 hours. Slice and serve.","rump roast, salt and pepper, potatoes, onions, carrots, celery, bay leaf, dried marjoram, apple cider",yankee pot roast of beef with vegetables in the crock pot,395991
"Preheat oven to 350 degrees. Mix all ingredients, except pecans and pie crust, together. Pour into unbaked pie crust. Top with pecan halves. Bake until done.","chocolate pudding mix, milk, chocolate chips, vanilla extract, butter, pie crust",grandma s chocolate pie,401886
"Mix sugar, cornmeal, flour, eggs, margarine, vinegar, vanilla, milk. Mix with other ingredients which have been blended together. Pour into pie shell. Bake 1 hour at 350.","sugar, cornmeal, flour, eggs, margarine, vinegar, vanilla, milk",mama s chess pie,140603
